CurrencyKey	DateKey	AverageRate	EndOfDayRate	Date	CurrencyAlternateKey
36	20110301	1,0135819987837	1,0126582278481	2011-03-01 00:00:00	EUR
36	20110302	1,0140959334753099	1,0143016533117	2011-03-02 00:00:00	EUR
36	20110303	1,0112245929821	1,01020305081321	2011-03-03 00:00:00	EUR
36	20110304	1,0131712259371799	1,01399310484689	2011-03-04 00:00:00	EUR
36	20110305	1,01224820325944	1,01183851057371	2011-03-05 00:00:00	EUR
36	20110306	1,0172939979654101	1,01739749720216	2011-03-06 00:00:00	EUR
36	20110307	1,00897992129957	1,00816614578082	2011-03-07 00:00:00	EUR
36	20110308	1,00897992129957	1,00979501161264	2011-03-08 00:00:00	EUR
36	20110309	1,00897992129957	1,0085728693898099	2011-03-09 00:00:00	EUR
36	20110310	1,00633994163228	1,0070493454179299	2011-03-10 00:00:00	EUR
36	20110311	1,00110121133247	1,0007004903432399	2011-03-11 00:00:00	EUR
36	20110312	1,00170289492137	1,0025062656641599	2011-03-12 00:00:00	EUR
36	20110313	0,98794704603833206	0,98765432098765404	2011-03-13 00:00:00	EUR
36	20110314	0,976371802382347	0,97694411879640497	2011-03-14 00:00:00	EUR
36	20110315	0,97703957010258902	0,97646714188067596	2011-03-15 00:00:00	EUR
36	20110316	0,97703957010258902	0,97789947193428495	2011-03-16 00:00:00	EUR
36	20110317	0,97021441738624203	0,969932104752667	2011-03-17 00:00:00	EUR
36	20110318	0,97191175041306299	0,97247884858504297	2011-03-18 00:00:00	EUR
36	20110319	0,97599063048994705	0,975895384014834	2011-03-19 00:00:00	EUR
36	20110320	0,99019704921279295	0,99117851124987599	2011-03-20 00:00:00	EUR
36	20110321	0,98241477551822398	0,98164327083537894	2011-03-21 00:00:00	EUR
36	20110322	0,98376783079193297	0,98386462022825605	2011-03-22 00:00:00	EUR
36	20110323	0,98386462022825605	0,98328416912487704	2011-03-23 00:00:00	EUR
36	20110324	0,98000784006272101	0,98010389101244699	2011-03-24 00:00:00	EUR
36	20110325	0,98619329388560195	0,98541584548679495	2011-03-25 00:00:00	EUR
36	20110326	0,99314728374217898	0,99393698439518896	2011-03-26 00:00:00	EUR
36	20110327	0,98444575703878701	0,98357430903904797	2011-03-27 00:00:00	EUR
36	20110328	0,98794704603833206	0,98804465961861498	2011-03-28 00:00:00	EUR
36	20110329	0,98794704603833206	0,98745926730522404	2011-03-29 00:00:00	EUR
36	20110330	0,98619329388560195	0,98687456824237596	2011-03-30 00:00:00	EUR
36	20110331	0,97962382445141105	0,97914422794477596	2011-03-31 00:00:00	EUR
36	20110401	0,98135426889107003	0,98173964264677005	2011-04-01 00:00:00	EUR
36	20110402	0,98599881680141999	0,98531875061582397	2011-04-02 00:00:00	EUR
36	20110403	0,98775187672856601	0,98823994465856302	2011-04-03 00:00:00	EUR
36	20110404	0,98522167487684698	0,98493056239535104	2011-04-04 00:00:00	EUR
36	20110405	0,98570724494825002	0,98599881680141999	2011-04-05 00:00:00	EUR
36	20110406	0,98463962189838505	0,98434885323358601	2011-04-06 00:00:00	EUR
36	20110407	0,98726429065060695	0,98736176935229103	2011-04-07 00:00:00	EUR
36	20110408	1,00300902708124	1,0023053021950501	2011-04-08 00:00:00	EUR
36	20110409	1,00300902708124	1,0037137408411101	2011-04-09 00:00:00	EUR
36	20110410	0,99275290380224401	0,99216192082547905	2011-04-10 00:00:00	EUR
36	20110411	0,97437396472766302	0,97513408093612897	2011-04-11 00:00:00	EUR
36	20110412	0,97437396472766302	0,97418412079883099	2011-04-12 00:00:00	EUR
36	20110413	0,97437396472766302	0,97446891444162897	2011-04-13 00:00:00	EUR
36	20110414	0,97191175041306299	0,97106234220236898	2011-04-14 00:00:00	EUR
36	20110415	0,964785335262904	0,96497153333976604	2011-04-15 00:00:00	EUR
36	20110416	0,97276264591439698	0,97191175041306299	2011-04-16 00:00:00	EUR
36	20110417	0,96450617283950602	0,965064659332175	2011-04-17 00:00:00	EUR
36	20110418	0,95923261390887304	0,95831336847148996	2011-04-18 00:00:00	EUR
36	20110419	0,96052252425319395	0,96061479346781897	2011-04-19 00:00:00	EUR
36	20110420	0,95812973076554597	0,95776266641126295	2011-04-20 00:00:00	EUR
36	20110421	0,95886470419023895	0,95960080606467701	2011-04-21 00:00:00	EUR
36	20110422	0,95904862376522504	0,95895665515918704	2011-04-22 00:00:00	EUR
36	20110423	0,96089170750456399	0,96098404766480905	2011-04-23 00:00:00	EUR
36	20110424	0,96627693496956202	0,96525096525096499	2011-04-24 00:00:00	EUR
36	20110425	0,96366965404259397	0,96450617283950602	2011-04-25 00:00:00	EUR
36	20110426	0,96366965404259397	0,96339113680154098	2011-04-26 00:00:00	EUR
36	20110427	0,96246390760346501	0,96320554806395697	2011-04-27 00:00:00	EUR
36	20110428	0,96404126096596898	0,96385542168674698	2011-04-28 00:00:00	EUR
36	20110429	0,96749226006192002	0,96833543139343503	2011-04-29 00:00:00	EUR
36	20110430	0,967960507211306	0,96767950454809404	2011-04-30 00:00:00	EUR
36	20110501	0,97134531325886397	0,97228974234321797	2011-05-01 00:00:00	EUR
36	20110502	0,97172286463900504	0,97077953596738198	2011-05-02 00:00:00	EUR
36	20110503	0,97172286463900504	0,97228974234321797	2011-05-03 00:00:00	EUR
36	20110504	0,97238428626993401	0,97153405226853196	2011-05-04 00:00:00	EUR
36	20110505	0,973046608932568	0,97370983446932802	2011-05-05 00:00:00	EUR
36	20110506	0,96441315459542898	0,96357679707072696	2011-05-06 00:00:00	EUR
36	20110507	0,96052252425319395	0,96052252425319395	2011-05-07 00:00:00	EUR
36	20110508	0,97134531325886397	0,97134531325886397	2011-05-08 00:00:00	EUR
36	20110509	0,97703957010258902	0,977230528681716	2011-05-09 00:00:00	EUR
36	20110510	0,97703957010258902	0,97627648149956103	2011-05-10 00:00:00	EUR
36	20110511	0,97675327212346197	0,97751710654936497	2011-05-11 00:00:00	EUR
36	20110512	0,96525096525096499	0,965064659332175	2011-05-12 00:00:00	EUR
36	20110513	0,96116878123798499	0,96190842631781504	2011-05-13 00:00:00	EUR
36	20110514	0,95047999239615999	0,95011876484560598	2011-05-14 00:00:00	EUR
36	20110515	0,96098404766480905	0,96190842631781504	2011-05-15 00:00:00	EUR
36	20110516	0,95501862286314598	0,95456281023291301	2011-05-16 00:00:00	EUR
36	20110517	0,95529231944975201	0,95565749235473996	2011-05-17 00:00:00	EUR
36	20110518	0,95556617295747703	0,95510983763132795	2011-05-18 00:00:00	EUR
36	20110519	0,95739588319770197	0,95748755266181496	2011-05-19 00:00:00	EUR
36	20110520	0,96190842631781504	0,96172340834775905	2011-05-20 00:00:00	EUR
36	20110521	0,96348395799209996	0,96404126096596898	2011-05-21 00:00:00	EUR
36	20110522	0,95822154082023803	0,95803793830235695	2011-05-22 00:00:00	EUR
36	20110523	0,95428953144383999	0,95501862286314598	2011-05-23 00:00:00	EUR
36	20110524	0,95428953144383999	0,95356155239820695	2011-05-24 00:00:00	EUR
36	20110525	0,95520106982519803	0,95556617295747703	2011-05-25 00:00:00	EUR
36	20110526	0,96209351548970601	0,96144601480626901	2011-05-26 00:00:00	EUR
36	20110527	0,95895665515918704	0,95960080606467701	2011-05-27 00:00:00	EUR
36	20110528	0,957946163425615	0,95748755266181496	2011-05-28 00:00:00	EUR
36	20110529	0,95438060698606597	0,95520106982519803	2011-05-29 00:00:00	EUR
36	20110530	0,96052252425319395	0,95987713572662703	2011-05-30 00:00:00	EUR
36	20110531	0,96098404766480905	0,96126117466115502	2011-05-31 00:00:00	EUR
36	20110601	0,96126117466115502	0,96061479346781897	2011-06-01 00:00:00	EUR
36	20110602	0,95229025807066003	0,95274390243902396	2011-06-02 00:00:00	EUR
36	20110603	0,94670074789359104	0,94598429666067596	2011-06-03 00:00:00	EUR
36	20110604	0,94073377234242705	0,94117647058823495	2011-06-04 00:00:00	EUR
36	20110605	0,93835038003190396	0,93799831160303904	2011-06-05 00:00:00	EUR
36	20110606	0,938174312787316	0,93879083740142699	2011-06-06 00:00:00	EUR
36	20110607	0,93905531035778	0,93843843843843799	2011-06-07 00:00:00	EUR
36	20110608	0,94011469399266701	0,94055680963130195	2011-06-08 00:00:00	EUR
36	20110609	0,93826233814974702	0,93808630393996295	2011-06-09 00:00:00	EUR
36	20110610	0,92072553171899496	0,92131932927952798	2011-06-10 00:00:00	EUR
36	20110611	0,92344630159756202	0,92310532631773301	2011-06-11 00:00:00	EUR
36	20110612	0,909421607857403	0,90991810737033696	2011-06-12 00:00:00	EUR
36	20110613	0,91124476034262802	0,91041514930808398	2011-06-13 00:00:00	EUR
36	20110614	0,91166013310237903	0,91207588471360801	2011-06-14 00:00:00	EUR
36	20110615	0,91124476034262802	0,91074681238615696	2011-06-15 00:00:00	EUR
36	20110616	0,91558322651529001	0,91625435220817297	2011-06-16 00:00:00	EUR
36	20110617	0,90843023255813904	0,90777051561365296	2011-06-17 00:00:00	EUR
36	20110618	0,89501476774366795	0,89533530307099995	2011-06-18 00:00:00	EUR
36	20110619	0,89023413157660503	0,88944231966556997	2011-06-19 00:00:00	EUR
36	20110620	0,89758549501840001	0,89790787465206101	2011-06-20 00:00:00	EUR
36	20110621	0,89726334679228403	0,89686098654708502	2011-06-21 00:00:00	EUR
36	20110622	0,89686098654708502	0,89758549501840001	2011-06-22 00:00:00	EUR
36	20110623	0,89831117499101698	0,89806915132465204	2011-06-23 00:00:00	EUR
36	20110624	0,90727635637815296	0,90744101633393803	2011-06-24 00:00:00	EUR
36	20110625	0,90661831368993695	0,90587915572062705	2011-06-25 00:00:00	EUR
36	20110626	0,90130689499774697	0,90179457119668105	2011-06-26 00:00:00	EUR
36	20110627	0,91903317709769305	0,91894872266127503	2011-06-27 00:00:00	EUR
36	20110628	0,91945568223611596	0,92021717125241598	2011-06-28 00:00:00	EUR
36	20110629	0,91886428374529106	0,91844232182218999	2011-06-29 00:00:00	EUR
36	20110630	0,91116173120728905	0,91124476034262802	2011-06-30 00:00:00	EUR
36	20110701	0,90179457119668105	0,90122566690699402	2011-07-01 00:00:00	EUR
36	20110702	0,89421443262094202	0,894294401717045	2011-07-02 00:00:00	EUR
36	20110703	0,89349535382416001	0,89301661010894795	2011-07-03 00:00:00	EUR
36	20110704	0,89879561387740403	0,89895720963682102	2011-07-04 00:00:00	EUR
36	20110705	0,89678055779750698	0,896619743566753	2011-07-05 00:00:00	EUR
36	20110706	0,89621796020792299	0,89629828807027001	2011-07-06 00:00:00	EUR
36	20110707	0,90260853867677604	0,90244562765093395	2011-07-07 00:00:00	EUR
36	20110708	0,90645395213923097	0,906782734856728	2011-07-08 00:00:00	EUR
36	20110709	0,90530508781459396	0,90456806874717299	2011-07-09 00:00:00	EUR
36	20110710	0,91182638825567597	0,91199270405836796	2011-07-10 00:00:00	EUR
36	20110711	0,93083868565577599	0,93023255813953498	2011-07-11 00:00:00	EUR
36	20110712	0,93492894540015004	0,93554121059032702	2011-07-12 00:00:00	EUR
36	20110713	0,93729496672602897	0,93641726753441301	2011-07-13 00:00:00	EUR
36	20110714	0,92669817440459601	0,927041809585612	2011-07-14 00:00:00	EUR
36	20110715	0,92954080684142004	0,92893636785880196	2011-07-15 00:00:00	EUR
36	20110716	0,93729496672602897	0,93755859741233805	2011-07-16 00:00:00	EUR
36	20110717	0,93135885256589401	0,93057882002605596	2011-07-17 00:00:00	EUR
36	20110718	0,94366330093422701	0,94446543256516802	2011-07-18 00:00:00	EUR
36	20110719	0,94670074789359104	0,94634238667549897	2011-07-19 00:00:00	EUR
36	20110720	0,94589481649640605	0,94625283875851596	2011-07-20 00:00:00	EUR
36	20110721	0,94804702313234701	0,94741828517290405	2011-07-21 00:00:00	EUR
36	20110722	0,95383441434566996	0,95447169991409797	2011-07-22 00:00:00	EUR
36	20110723	0,96153846153846201	0,96089170750456399	2011-07-23 00:00:00	EUR
36	20110724	0,95638867635807201	0,95721259691777505	2011-07-24 00:00:00	EUR
36	20110725	0,952834683182468	0,95201827875095202	2011-07-25 00:00:00	EUR
36	20110726	0,95328884652049595	0,95392540303348305	2011-07-26 00:00:00	EUR
36	20110727	0,95310712924132701	0,95247166396799698	2011-07-27 00:00:00	EUR
36	20110728	0,95274390243902396	0,95328884652049595	2011-07-28 00:00:00	EUR
36	20110729	0,96043027276219795	0,95960080606467701	2011-07-29 00:00:00	EUR
36	20110730	0,95757923968208403	0,95776266641126295	2011-07-30 00:00:00	EUR
36	20110731	0,95356155239820695	0,95310712924132701	2011-07-31 00:00:00	EUR
36	20110801	0,96562379297025902	0,96646370928771597	2011-08-01 00:00:00	EUR
36	20110802	0,96487842531840995	0,96394833236938504	2011-08-02 00:00:00	EUR
36	20110803	0,96348395799209996	0,96441315459542898	2011-08-03 00:00:00	EUR
36	20110804	0,95748755266181496	0,95702938080199096	2011-08-04 00:00:00	EUR
36	20110805	0,95638867635807201	0,95721259691777505	2011-08-05 00:00:00	EUR
36	20110806	0,94562647754137097	0,94482237339380204	2011-08-06 00:00:00	EUR
36	20110807	0,93703148425787097	0,93729496672602897	2011-08-07 00:00:00	EUR
36	20110808	0,93597903406963701	0,93589143659335505	2011-08-08 00:00:00	EUR
36	20110809	0,93589143659335505	0,93632958801498101	2011-08-09 00:00:00	EUR
36	20110810	0,93606664794533401	0,93580385551188505	2011-08-10 00:00:00	EUR
36	20110811	0,93668040464593505	0,93729496672602897	2011-08-11 00:00:00	EUR
36	20110812	0,94580535325829995	0,94544766947149494	2011-08-12 00:00:00	EUR
36	20110813	0,94259590913375402	0,94277364004902398	2011-08-13 00:00:00	EUR
36	20110814	0,95138426410427201	0,95075109336375696	2011-08-14 00:00:00	EUR
36	20110815	0,95328884652049595	0,95347063310449998	2011-08-15 00:00:00	EUR
36	20110816	0,95328884652049595	0,95265313899209303	2011-08-16 00:00:00	EUR
36	20110817	0,95174645474445596	0,95192765349833397	2011-08-17 00:00:00	EUR
36	20110818	0,95066070919288903	0,95029934429345198	2011-08-18 00:00:00	EUR
36	20110819	0,95147478591817303	0,95156532495955903	2011-08-19 00:00:00	EUR
36	20110820	0,95247166396799698	0,95183704549781101	2011-08-20 00:00:00	EUR
36	20110821	0,95066070919288903	0,95084149472282997	2011-08-21 00:00:00	EUR
36	20110822	0,94696969696969702	0,94688003030016099	2011-08-22 00:00:00	EUR
36	20110823	0,94876660341555996	0,94894666919719095	2011-08-23 00:00:00	EUR
36	20110824	0,94741828517290405	0,94679038060973297	2011-08-24 00:00:00	EUR
36	20110825	0,95529231944975201	0,95538358650998401	2011-08-25 00:00:00	EUR
36	20110826	0,95256239283673105	0,95192765349833397	2011-08-26 00:00:00	EUR
36	20110827	0,94206311822892097	0,94277364004902398	2011-08-27 00:00:00	EUR
36	20110828	0,93720712277413298	0,93703148425787097	2011-08-28 00:00:00	EUR
36	20110829	0,93747070404049904	0,93764650726676002	2011-08-29 00:00:00	EUR
36	20110830	0,93738282714660703	0,93685591156080195	2011-08-30 00:00:00	EUR
36	20110831	0,93808630393996295	0,93896713615023497	2011-08-31 00:00:00	EUR
36	20110901	0,93597903406963701	0,93554121059032702	2011-09-01 00:00:00	EUR
36	20110902	0,92584019998148304	0,92644061515656795	2011-09-02 00:00:00	EUR
36	20110903	0,92421441774491697	0,92387287509238702	2011-09-03 00:00:00	EUR
36	20110904	0,93292284728052999	0,93370681605975703	2011-09-04 00:00:00	EUR
36	20110905	0,93711929528629001	0,93703148425787097	2011-09-05 00:00:00	EUR
36	20110906	0,93580385551188505	0,93641726753441301	2011-09-06 00:00:00	EUR
36	20110907	0,93659267584527495	0,93632958801498101	2011-09-07 00:00:00	EUR
36	20110908	0,93266181682521898	0,93292284728052999	2011-09-08 00:00:00	EUR
36	20110909	0,93799831160303904	0,93791033577189997	2011-09-09 00:00:00	EUR
36	20110910	0,94179694857788698	0,94241824521722795	2011-09-10 00:00:00	EUR
36	20110911	0,93248787765759	0,93187960115553103	2011-09-11 00:00:00	EUR
36	20110912	0,923361034164358	0,92395823708768399	2011-09-12 00:00:00	EUR
36	20110913	0,92327578247622599	0,92267946115519495	2011-09-13 00:00:00	EUR
36	20110914	0,92344630159756202	0,92344630159756202	2011-09-14 00:00:00	EUR
36	20110915	0,927041809585612	0,92652645233021402	2011-09-15 00:00:00	EUR
36	20110916	0,91390970572107499	0,914745700695207	2011-09-16 00:00:00	EUR
36	20110917	0,913325417846379	0,91324200913242004	2011-09-17 00:00:00	EUR
36	20110918	0,90628965017219498	0,90628965017219498	2011-09-18 00:00:00	EUR
36	20110919	0,90719404880704002	0,90645395213923097	2011-09-19 00:00:00	EUR
36	20110920	0,90702947845805004	0,90777051561365296	2011-09-20 00:00:00	EUR
36	20110921	0,90744101633393803	0,90661831368993695	2011-09-21 00:00:00	EUR
36	20110922	0,90834771550549598	0,90892564988183999	2011-09-22 00:00:00	EUR
36	20110923	0,90155066714749399	0,90081974596883196	2011-09-23 00:00:00	EUR
36	20110924	0,89928057553956797	0,89960417416336802	2011-09-24 00:00:00	EUR
36	20110925	0,90801779714882402	0,90744101633393803	2011-09-25 00:00:00	EUR
36	20110926	0,90260853867677604	0,90309762485324696	2011-09-26 00:00:00	EUR
36	20110927	0,90252707581227398	0,90244562765093395	2011-09-27 00:00:00	EUR
36	20110928	0,90350560173473105	0,90358724134815205	2011-09-28 00:00:00	EUR
36	20110929	0,90530508781459396	0,90464990048851102	2011-09-29 00:00:00	EUR
36	20110930	0,91290852656563803	0,91307523739956198	2011-09-30 00:00:00	EUR
36	20111001	0,91482938431982397	0,91482938431982397	2011-10-01 00:00:00	EUR
36	20111002	0,91692646249770804	0,91734703238235005	2011-10-02 00:00:00	EUR
36	20111003	0,906207521522429	0,90555102780041696	2011-10-03 00:00:00	EUR
36	20111004	0,906864967806294	0,90768811836253105	2011-10-04 00:00:00	EUR
36	20111005	0,906864967806294	0,906864967806294	2011-10-05 00:00:00	EUR
36	20111006	0,90138813773210702	0,90211998195760001	2011-10-06 00:00:00	EUR
36	20111007	0,89686098654708502	0,89686098654708502	2011-10-07 00:00:00	EUR
36	20111008	0,89960417416336802	0,89984702600557898	2011-10-08 00:00:00	EUR
36	20111009	0,90277150853119104	0,90195724722648196	2011-10-09 00:00:00	EUR
36	20111010	0,90146939511403601	0,90211998195760001	2011-10-10 00:00:00	EUR
36	20111011	0,90309762485324696	0,90277150853119104	2011-10-11 00:00:00	EUR
36	20111012	0,90211998195760001	0,90277150853119104	2011-10-12 00:00:00	EUR
36	20111013	0,90049527239981997	0,90049527239981997	2011-10-13 00:00:00	EUR
36	20111014	0,89214024444642703	0,89285714285714302	2011-10-14 00:00:00	EUR
36	20111015	0,89325591782045599	0,89245872378402502	2011-10-15 00:00:00	EUR
36	20111016	0,88778409090909105	0,88825723929650002	2011-10-16 00:00:00	EUR
36	20111017	0,89992800575953902	0,89976606082418598	2011-10-17 00:00:00	EUR
36	20111018	0,90252707581227398	0,90326077138469896	2011-10-18 00:00:00	EUR
36	20111019	0,89960417416336802	0,89952325267608202	2011-10-19 00:00:00	EUR
36	20111020	0,89814981138854	0,89855332914008501	2011-10-20 00:00:00	EUR
36	20111021	0,89031339031338996	0,88983804947499601	2011-10-21 00:00:00	EUR
36	20111022	0,87054931661878698	0,87130783305741899	2011-10-22 00:00:00	EUR
36	20111023	0,87214372928658601	0,87183958151700103	2011-10-23 00:00:00	EUR
36	20111024	0,86903623881115799	0,86979211968339598	2011-10-24 00:00:00	EUR
36	20111025	0,86670133472005495	0,86647604193743999	2011-10-25 00:00:00	EUR
36	20111026	0,86670133472005495	0,86685159500693498	2011-10-26 00:00:00	EUR
36	20111027	0,85925416738271199	0,85859019489997401	2011-10-27 00:00:00	EUR
36	20111028	0,86229197206174002	0,86258949365996695	2011-10-28 00:00:00	EUR
36	20111029	0,85859019489997401	0,85800085800085801	2011-10-29 00:00:00	EUR
36	20111030	0,86535133264105202	0,86572591117652198	2011-10-30 00:00:00	EUR
36	20111031	0,85375224109963299	0,85346078347699905	2011-10-31 00:00:00	EUR
36	20111101	0,85251491901108301	0,85331512927724196	2011-11-01 00:00:00	EUR
36	20111102	0,85251491901108301	0,85244224703776295	2011-11-02 00:00:00	EUR
36	20111103	0,853606487409304	0,85426277122842997	2011-11-03 00:00:00	EUR
36	20111104	0,85091899251191305	0,85034013605442205	2011-11-04 00:00:00	EUR
36	20111105	0,848248367121893	0,84853627492575301	2011-11-05 00:00:00	EUR
36	20111106	0,85800085800085801	0,85748585148345102	2011-11-06 00:00:00	EUR
36	20111107	0,87827156156683694	0,878503030835456	2011-11-07 00:00:00	EUR
36	20111108	0,87604029785370097	0,87581012436503802	2011-11-08 00:00:00	EUR
36	20111109	0,87604029785370097	0,87619381407167296	2011-11-09 00:00:00	EUR
36	20111110	0,87382034253757401	0,87313367676591302	2011-11-10 00:00:00	EUR
36	20111111	0,88245675961877901	0,88300220750551905	2011-11-11 00:00:00	EUR
36	20111112	0,88300220750551905	0,88253463948459998	2011-11-12 00:00:00	EUR
36	20111113	0,879120879120879	0,87981699806440306	2011-11-13 00:00:00	EUR
36	20111114	0,879120879120879	0,87888908419757406	2011-11-14 00:00:00	EUR
36	20111115	0,879120879120879	0,87958483595742798	2011-11-15 00:00:00	EUR
36	20111116	0,88292424509976997	0,88276836158192096	2011-11-16 00:00:00	EUR
36	20111117	0,87858021437357203	0,87935279634189201	2011-11-17 00:00:00	EUR
36	20111118	0,87827156156683694	0,87819443224729998	2011-11-18 00:00:00	EUR
36	20111119	0,87427872005595397	0,87473757872638203	2011-11-19 00:00:00	EUR
36	20111120	0,87237197941202105	0,87183958151700103	2011-11-20 00:00:00	EUR
36	20111121	0,86835706842653704	0,86873425419164296	2011-11-21 00:00:00	EUR
36	20111122	0,86880973066898304	0,868206285813509	2011-11-22 00:00:00	EUR
36	20111123	0,86880973066898304	0,86926286509040296	2011-11-23 00:00:00	EUR
36	20111124	0,86828167057393402	0,86828167057393402	2011-11-24 00:00:00	EUR
36	20111125	0,87130783305741899	0,87161160986664299	2011-11-25 00:00:00	EUR
36	20111126	0,86918730986527604	0,86858334057152797	2011-11-26 00:00:00	EUR
36	20111127	0,86206896551724099	0,86258949365996695	2011-11-27 00:00:00	EUR
36	20111128	0,85346078347699905	0,85309674117044898	2011-11-28 00:00:00	EUR
36	20111129	0,85616438356164404	0,85616438356164404	2011-11-29 00:00:00	EUR
36	20111130	0,85616438356164404	0,85550517580631402	2011-11-30 00:00:00	EUR
36	20111201	0,85048477632250397	0,85070182900893199	2011-12-01 00:00:00	EUR
36	20111202	0,85462780958892404	0,85382513661202197	2011-12-02 00:00:00	EUR
36	20111203	0,83948959032907999	0,84005376344086002	2011-12-03 00:00:00	EUR
36	20111204	0,84295709348394199	0,84295709348394199	2011-12-04 00:00:00	EUR
36	20111205	0,84097216382137796	0,84132592966515196	2011-12-05 00:00:00	EUR
36	20111206	0,842034355001684	0,84182170216348196	2011-12-06 00:00:00	EUR
